student_id_number,term_code,CLASS_NBR,COMPLETED_FLAG,official_grade,ACAD_PLAN,HOURS_CARRIED
66966,6,05510,1,B,BF5155,19.0
66966,2,08295,1,C-,ND9956,10.0
38632,2,05241,0,DROP,BA1915,17.0
38632,2,05068,1,B-,BA1915,17.0
38633,1,05241,1,A,BS2507,15.0
38633,1,05246,0,DROP,BS2507,15.0
83922,2,13940,1,C+,ND0210,13.0
38672,4,10902,1,C+,BA4253,15.0
38672,5,07514,1,B-,BA4253,13.0
38859,1,09785,0,WP,ND1206,16.0
38859,5,07974,1,B+,BA4201,16.0
38870,1,05246,0,DROP,BS2121,15.0
38870,1,05241,1,A-,BS2121,15.0
38871,5,07878,0,WP,BA5232,14.0
38873,1,05342,0,DROP,BS3314,12.0
38873,1,05249,1,A,BS3314,12.0
38878,2,06501,1,C,BM5106,17.0
38885,2,05070,0,DROP,BS7257,17.5
38885,2,05067,1,D-,BS7257,17.5
38890,4,06271,1,B-,BS6260,13.0
38890,3,06504,0,WP,BS6260,14.0
39102,3,05065,0,DROP,BA4101,15.0
39102,3,05060,1,C+,BA4101,15.0
39134,4,05922,1,A,BM5107,18.0
39136,1,11991,1,A,BS1203,8.0
39344,4,05126,0,DROP,BS7257,15.5
39344,4,04975,1,A,BS7257,15.5
39358,1,05243,1,C,BS2121,16.0
39358,1,05349,0,DROP,BS2121,16.0
84319,6,05532,1,B,BS2120,16.0
39365,2,11755,1,B+,AA5006,6.0
39565,5,06723,0,DROP,BS2121,16.0
39565,5,06617,1,C,BS2121,16.0
39583,1,05242,1,C+,BS3313,14.0
39583,1,05407,0,DROP,BS3313,14.0
39823,1,05241,1,C-,BS2121,15.0
39823,1,05246,0,DROP,BS2121,15.0
39824,2,08302,0,FS,BA5050,19.0
39834,5,06615,1,B,BS8122,17.0
39834,5,06618,0,DROP,BS8122,17.0
39841,1,05407,0,DROP,BS2127,15.0
39841,1,05242,1,A,BS2127,15.0
40064,4,05125,0,DROP,BS7254,18.0
40064,4,04974,1,B-,BS7254,18.0
40282,2,06475,1,B+,BS6925,16.0
40517,1,05250,1,C,BS6472,16.0
40517,1,05343,0,DROP,BS6472,16.0
40521,3,05061,1,C+,BS2507,17.0
40521,3,05165,0,DROP,BS2507,17.0
40546,4,05143,0,DROP,BS2121,13.0
40546,4,04974,1,C+,BS2121,13.0
40553,4,04974,0,WP,BS6470,15.0
40553,4,04976,0,DROP,BS6470,15.0
40553,5,06615,0,WP,BS6470,14.0
40553,5,06619,0,DROP,BS6470,14.0
40739,2,05068,1,B,BS2127,15.0
40739,2,05222,0,DROP,BS2127,15.0
40747,2,08287,1,D+,ND6603,17.0
40783,4,05950,0,FS,BS1903,15.5
40783,6,05499,0,NC,BS1903,13.5
40989,1,05350,0,DROP,BS1901,12.0
40989,1,05243,1,A,BS1901,12.0
41004,2,08287,1,C+,BS8156,16.0
41195,4,04975,1,B,BS2127,11.0
41195,4,05091,0,DROP,BS2127,11.0
41214,1,06123,0,FS,ND1201,14.0
41214,3,06132,0,FN,ND1201,14.0
37542,2,06437,1,B+,BB6125,19.0
37774,1,05244,0,DROP,BS2126,18.0
37774,1,05241,0,WP,BS2126,18.0
38318,1,06144,0,F,BS6922,16.0
38318,2,06491,1,C,BS6922,17.0
38513,2,05241,0,DROP,BS2522,15.0
38513,2,05068,1,A,BS2522,15.0
38540,6,11685,1,A,BS1203,7.0
79321,3,09889,0,FS,BS6472,13.0
79313,2,11754,1,A-,BS1203,6.0
38780,2,05185,0,DROP,ND1112,14.0
38780,2,05068,1,D,ND1112,14.0
79549,1,08831,1,C,ND0210,14.0
39209,4,04976,0,DROP,BS2127,16.0
39209,4,04974,1,D,BS2127,16.0
39255,3,06512,0,FS,BA4254,7.0
39255,1,08832,0,WN,BA4254,13.0
39959,2,06458,1,A,BS7263,14.0
40167,1,08404,1,C,ND1206,8.5
40180,2,08287,1,C-,BS7256,13.5
77555,1,09785,1,B,BA2129,15.0
40626,5,07887,1,B-,ND1201,15.0
40852,1,05249,1,B-,BS7274,16.0
40852,1,05342,0,DROP,BS7274,16.0
77569,6,04647,0,DROP,BS2126,10.0
77569,6,04645,1,B-,BS2126,10.0
77569,1,08412,1,B-,ND1201,7.0
40887,1,06131,1,B-,BA4412,16.0
40890,1,05241,1,A,BS2120,17.0
40890,1,05245,0,DROP,BS2120,17.0
40891,1,08402,0,WP,BA5050,17.0
40899,5,06618,0,DROP,BS3331,15.0
40899,5,06615,1,B,BS3331,15.0
83823,3,06508,0,WF,BS0411,17.0
83823,4,06267,1,B+,BS0411,4.0
41090,1,05249,1,C,BS2127,13.0
41090,1,05342,0,DROP,BS2127,13.0
83815,2,11754,1,D,ND1205,7.0
77625,1,05242,1,B,BS7252,14.0
77625,1,05407,0,DROP,BS7252,14.0
41109,1,06180,1,B-,BS8122,17.0
41112,2,06444,1,A,BM5107,19.0
41113,2,06444,1,A,BM5107,19.0
41123,2,06493,1,B+,BM5107,18.0
37638,2,05184,0,DROP,BS7260,17.0
37638,2,05068,1,C,BS7260,17.0
37644,1,05244,0,DROP,BS2127,19.0
37644,1,05241,1,B-,BS2127,19.0
37657,2,06432,1,A,ND8837,12.0
37658,1,06180,1,A,BS2121,16.0
37667,1,05242,1,A,BS1925,19.0
37667,1,05346,0,DROP,BS1925,19.0
37681,1,06167,1,B,BS3310,15.0
37683,3,06510,1,B,BC5370,14.0
37684,1,06155,1,A,BB6125,16.0
37780,4,06267,1,B+,BS8119,16.0
37783,1,06189,1,A,BS8122,17.0
37793,2,13940,1,B-,BM5107,18.5
37792,2,13940,1,B-,BM5107,18.5
37794,2,08298,1,D+,BA4201,17.0
37794,1,08408,0,WF,BA4201,21.0
37798,1,09783,1,C,ND1206,14.0
37996,2,08300,1,D+,ND1112,13.0
37996,3,06504,0,WP,ND1112,11.0
78149,5,12560,1,A,BS1203,6.0
38011,3,06091,1,A,BA1912,16.0
83934,2,05069,0,DROP,BS2121,15.0
83934,2,05067,0,WP,BS2121,15.0
78147,1,08833,1,D,BA4203,16.0
38025,2,06486,1,B,BB6121,19.0
38227,2,08303,1,C,BS2507,11.0
38237,1,08832,1,B-,ND1206,16.0
38244,2,06444,1,A,BF5198,20.0
38250,2,05073,0,DROP,BS7251,16.5
38250,1,05345,0,DROP,BS7251,14.0
38250,2,05071,1,D-,BS7251,16.5
38250,1,05242,1,D+,BS7251,14.0
38252,3,06098,0,WP,BS7257,16.0
38252,1,06123,0,WP,BS7257,15.0
38252,4,11052,1,B,BS7257,16.5
38251,3,06098,0,WP,BS7257,16.0
38251,1,06123,0,WP,BS7257,15.0
38251,4,11052,1,B,BS7257,16.5
38269,1,08828,1,B+,BA2129,17.0
38272,1,05343,0,DROP,BS2126,17.0
38272,1,05250,1,C,BS2126,17.0
38460,1,08412,1,C,BS8167,16.0
38464,1,06175,1,A,BS6308,18.0
38466,2,06497,0,WF,ND8838,15.0
38467,1,05249,0,WP,BS7252,11.0
38467,1,05342,0,DROP,BS7252,11.0
38473,3,06613,1,C-,BA4253,11.0
38480,1,09786,1,D-,BS8100,17.0
38480,2,08285,1,B-,BS8100,17.0
38480,3,06251,1,A,BS8100,13.0
38706,1,05350,0,DROP,BS8122,16.0
38706,1,05243,1,A,BS8122,16.0
38715,4,06274,0,WP,BA5232,20.0
38731,5,06615,1,D-,BS7260,16.0
38731,5,06620,0,DROP,BS7260,16.0
38915,1,06167,1,A,BB6125,15.0
38920,1,08404,1,C,BS6260,16.0
38921,2,08303,0,WP,BS8100,15.0
38934,1,08406,1,C+,ND1206,14.0
38954,1,06171,1,B,BA4101,13.0
38963,1,06185,1,A,BC5370,18.0
38965,2,06441,1,A-,BS6357,15.0
39157,1,05242,1,A,BS2121,15.0
39157,1,05346,0,DROP,BS2121,15.0
39160,2,08298,1,C+,BA5215,17.0
39164,1,05241,1,A,BS8122,16.0
39164,1,05245,0,DROP,BS8122,16.0
39165,1,05345,0,DROP,BS7252,14.5
39165,1,05242,1,B,BS7252,14.5
39168,2,05240,0,DROP,BS7252,16.0
39168,2,05067,1,C+,BS7252,16.0
39177,3,06504,1,B,BS5327,16.0
39177,1,09784,1,D,BS5327,16.0
39182,2,05241,0,DROP,BS8171,16.0
39182,2,05068,1,C-,BS8171,16.0
39186,1,08402,0,WP,BA4101,17.0
39191,1,09786,1,B-,ND1201,16.0
39195,1,06159,1,A-,BM5115,17.0
39398,1,08409,1,B-,BS6470,18.0
39404,2,06454,1,B-,ND0210,15.0
39622,1,08402,1,B,BB6127,17.0
39627,3,05065,0,DROP,BA3311,12.0
39627,2,05240,0,DROP,BA3311,14.0
39627,2,05067,0,WP,BA3311,14.0
39627,3,05060,0,F,BA3311,12.0
39631,1,06144,1,A-,BS6306,15.0
39633,1,06120,1,D,BS6468,16.0
39642,1,08833,1,A-,ND8142,14.0
39643,1,08407,1,C,BS5327,13.0
39643,4,04974,1,C,BS8171,11.0
39643,4,05125,0,DROP,BS8171,11.0
39666,1,06127,1,B+,BS6233,16.0
39859,2,05241,0,DROP,BS2121,16.0
39859,2,05068,1,B-,BS2121,16.0
39862,2,05241,0,DROP,BS8122,18.0
39862,2,05068,1,C,BS8122,18.0
39865,1,06121,0,F,BS2522,15.0
39870,1,05244,0,DROP,BS6472,16.0
39870,1,05241,1,A-,BS6472,16.0
39874,1,05241,1,B,BS2121,16.0
39874,1,05245,0,DROP,BS2121,16.0
39875,1,06178,1,B-,BA4253,9.0
39875,2,08298,1,B,BA4253,16.0
39878,1,08402,1,A-,BS6308,14.0
39888,1,08402,1,B-,BS2121,15.0
39894,6,05507,0,FS,ND8835,18.0
39900,1,05243,1,B,BS3316,14.0
39900,1,05351,0,DROP,BS3316,14.0
39907,1,06156,1,A,BS6924,15.0
39913,4,06267,1,B,ND8835,17.0
40106,1,08409,1,D+,BS6361,17.0
40106,2,08299,1,D+,BS6361,19.0
40110,2,06454,1,A-,ND0210,17.0
40121,2,06471,1,A,BS7257,20.0
40137,3,06517,0,WP,BS7269,16.0
40137,6,05810,0,WP,BS7270,13.0
40136,3,06517,0,WP,BS7269,16.0
40136,6,05810,0,WP,BS7270,13.0
40138,2,06505,1,C,BS7251,12.0
40139,2,09445,1,A,BC5370,15.0
40339,1,06138,1,B,ND5368,18.0
40344,1,08402,1,C+,BS5327,16.0
40346,2,06464,1,A,BA2110,14.0
88682,2,05073,0,DROP,BS7252,15.0
88682,2,05071,1,B,BS7252,15.0
40356,2,08302,0,WP,BS6308,17.0
40357,3,05067,1,C+,BS8122,18.0
40357,3,05160,0,DROP,BS8122,18.0
40357,1,06167,0,WN,BS8122,17.0
40357,2,06433,1,C,BS8122,16.0
40364,3,05064,0,DROP,BS2121,16.0
40364,3,05060,1,A-,BS2121,16.0
40370,3,06508,1,C+,BJ6906,19.0
40371,1,05348,0,DROP,BS7257,17.0
40371,1,05243,1,D-,BS7257,17.0
40372,1,05243,0,WP,ND1201,14.0
40372,2,05068,1,C,ND1201,14.0
40372,1,05349,0,DROP,ND1201,14.0
40372,2,05222,0,DROP,ND1201,14.0
40386,1,06157,1,A,BJ6906,17.0
40566,2,06460,1,B,ND5368,15.0
40609,1,05242,0,WP,BS8122,18.0
40609,1,05347,0,DROP,BS8122,18.0
40794,2,05071,0,WP,BS7253,15.0
40794,2,05073,0,DROP,BS7253,15.0
40821,2,08285,0,WP,BA5290,17.0
86814,4,04974,1,B,BS3321,13.0
86814,4,04977,0,DROP,BS3321,13.0
40839,1,08412,0,F,ND1206,13.0
40839,2,08300,0,F,ND1206,16.0
40846,1,08833,1,B+,BS6468,17.0
41017,2,05072,1,C,BS2127,16.0
41017,1,05249,0,WP,BS2127,14.0
41017,1,06121,1,B,BS2127,14.0
41017,2,05074,0,DROP,BS2127,16.0
41017,1,05342,0,DROP,BS2127,14.0
41034,2,08285,1,B,ND1201,16.0
41037,5,07873,1,A-,BS6468,17.0
41037,1,06121,1,B,BS6468,15.0
41039,2,05071,0,WP,BS3312,16.0
41039,1,05348,0,DROP,BS3312,15.0
41039,1,05243,1,D+,BS3312,15.0
41039,2,05073,0,DROP,BS3312,16.0
41050,1,05249,1,B-,BS2127,7.0
41050,1,05342,0,DROP,BS2127,7.0
41052,1,05249,1,B+,BS2121,15.0
41052,1,05342,0,DROP,BS2121,15.0
41057,1,05243,1,C-,ND1220,13.0
41057,1,05350,0,DROP,ND1220,13.0
41071,5,07878,1,C+,BA5230,15.0
37575,1,09787,1,B,ND1201,13.0
37575,2,05068,0,WP,BS2121,17.0
37575,2,05241,0,DROP,BS2121,17.0
37584,2,06460,1,B+,BS2121,17.0
37599,1,08831,1,B,BC5363,16.0
37610,1,08831,1,B-,BC5363,15.0
37613,1,09783,1,B-,BS7269,21.0
37612,1,09783,1,B-,BS7269,21.0
37817,1,08402,1,B-,BA4253,19.0
37822,2,06478,1,B-,BS7257,13.0
37825,2,05073,0,DROP,BS7257,17.0
37825,2,05071,1,C,BS7257,17.0
37848,1,05242,1,D-,BS2507,15.0
37848,1,05347,0,DROP,BS2507,15.0
37849,1,05250,1,C+,ND8839,19.0
37849,1,05343,0,DROP,ND8839,19.0
37854,2,06441,1,A,BS2127,16.0
38043,4,05937,1,A-,BS7257,16.0
38048,1,06160,1,B+,ND8839,15.0
38055,1,09783,1,C,BA4412,17.0
38084,1,06120,1,A-,BB6121,15.0
45270,1,08832,1,B,BS5327,16.0
45280,3,06504,1,B+,BC5372,19.0
45282,1,09786,1,C+,ND1206,16.0
45290,2,13940,1,D,BM5107,17.0
45290,3,06613,1,C,BM5107,20.0
45295,2,05074,0,DROP,BS2121,17.0
45295,2,05072,1,C-,BS2121,17.0
45296,3,06510,1,B+,BC5363,17.0
45306,2,05241,0,DROP,BS8122,15.0
45306,2,05068,1,B+,BS8122,15.0
45307,1,09782,1,B+,BS5327,17.0
45308,2,05184,0,DROP,BS8122,12.0
45308,2,05068,1,B-,BS8122,12.0
42309,1,05249,1,C,BS2127,16.0
42309,1,05342,0,DROP,BS2127,16.0
42317,3,06510,0,WP,BS8122,14.0
42326,1,08831,1,C,BA4101,17.0
42332,3,06508,1,B,BS8109,13.0
42331,3,06508,1,B,BS8109,13.0
80688,2,11754,1,A,BS1203,13.0
42364,1,09787,1,A-,BA4101,18.0
42546,1,08834,1,B-,ND6603,16.0
42563,3,05062,0,WP,BS6309,15.0
42563,3,05168,0,DROP,BS6309,15.0
42583,1,05243,1,C,BS2127,14.0
42583,1,05351,0,DROP,BS2127,14.0
42584,5,07538,1,A-,BJ6906,16.0
42782,1,06165,1,A-,BS2127,17.0
42793,1,08406,1,C,ND1201,14.0
42807,1,09784,1,C+,BB6156,16.0
80710,1,12081,1,A,BS1203,3.0
42823,1,08831,1,A-,BC5373,17.0
42833,2,05071,1,B+,BS6177,17.0
42833,2,05073,0,DROP,BS6177,17.0
43024,1,08831,1,C+,ND1207,16.0
43025,2,05067,1,C,BS7253,16.0
43025,2,05240,0,DROP,BS7253,16.0
43037,2,06451,1,B+,BC5373,15.0
43253,1,09783,0,WP,ND1206,13.0
43264,1,05243,1,B-,BS6472,16.0
43264,1,05349,0,DROP,BS6472,16.0
43266,1,06119,1,C,ND5368,15.0
43266,2,08285,1,B,ND5368,16.0
43273,5,06623,1,C,BS8100,16.0
43273,5,06716,0,DROP,BS8100,16.0
43273,4,05143,0,DROP,BS8100,16.0
43273,4,04974,1,D,BS8100,16.0
43278,4,06267,1,B-,BS8122,18.0
43279,1,05342,0,DROP,BS3310,14.0
43279,1,05249,1,C,BS3310,14.0
43282,1,05344,0,DROP,BS7257,17.5
43282,1,05242,1,A-,BS7257,17.5
43288,1,06134,1,A-,BS2522,16.0
43485,2,08300,1,C-,ND6603,17.0
43485,1,09784,0,WP,ND6603,16.0
80727,3,06511,1,B+,BS7269,13.0
43489,3,06508,0,F,BC5363,16.0
43489,1,08404,0,WP,BC5363,18.0
43489,2,08299,1,D,BC5363,16.0
43501,1,09786,1,B,BS4242,17.0
43502,1,05343,0,DROP,BS8171,18.0
43502,1,05250,1,B-,BS8171,18.0
43505,1,06188,1,A-,BJ6907,12.0
43512,5,06617,1,C,BS8100,12.0
43512,5,06725,0,DROP,BS8100,12.0
43524,2,05222,0,DROP,BS7252,16.0
43524,2,05068,1,A-,BS7252,16.0
43527,3,05161,0,DROP,ND8839,16.0
43527,2,06451,1,B-,ND8839,17.0
43527,3,05068,1,D+,ND8839,16.0
43530,1,06121,1,B+,BS4235,17.0
43531,2,08294,1,B-,BS6470,16.0
43721,1,09784,1,C,ND8839,16.0
43724,1,09785,1,C,ND8837,17.0
43727,1,09785,0,WP,ND8837,16.0
43727,5,07543,1,B,BC5363,18.0
43727,3,06504,1,B-,ND8837,13.0
43727,4,05932,0,WP,ND8837,18.0
43727,1,06120,1,D+,ND8837,16.0
43757,3,05065,0,DROP,BS7254,14.0
43757,3,05060,1,C-,BS7254,14.0
43763,1,08403,1,D-,ND1201,16.0
43764,1,06134,1,A,BA4201,16.0
43766,2,05070,0,DROP,BS2522,16.0
43766,2,05067,1,C-,BS2522,16.0
43771,1,08830,1,C-,ND1105,14.0
43771,2,13940,1,C+,ND1105,20.0
43953,2,05185,0,DROP,BS7257,15.0
43953,2,05068,1,A-,BS7257,15.0
43980,2,06461,1,B,ND8835,15.0
43981,1,06177,1,A-,BS7256,19.0
43989,1,05249,1,C+,ND8839,16.0
43989,1,05342,0,DROP,ND8839,16.0
88688,2,05240,0,DROP,BS2121,15.0
88688,2,05067,1,C-,BS2121,15.0
44001,1,06189,1,A,ND1206,15.0
89569,2,08301,1,A,BS4242,14.0
44006,2,08285,1,B+,BS5327,17.0
44012,2,06491,1,B+,BB6125,15.0
44188,3,06119,1,A,BA4101,15.0
44189,1,06120,1,C+,ND1201,12.5
44199,1,05243,1,D,BS2127,15.0
44199,1,05351,0,DROP,BS2127,15.0
44202,1,05244,0,DROP,BS2127,18.0
44202,1,05241,1,A,BS2127,18.0
44210,3,05060,1,C+,BS8122,14.0
44210,3,05063,0,DROP,BS8122,14.0
44210,1,08414,1,B-,BS8122,16.0
44213,3,05063,0,DROP,BA4101,17.0
44213,3,05060,1,C+,BA4101,17.0
44217,1,05350,0,DROP,BS2127,16.0
44217,1,05243,1,B+,BS2127,16.0
44219,1,09787,1,B-,BS8119,16.0
44229,3,06511,0,FS,BJ6906,17.0
44242,1,12082,1,C,BC2209,6.0
44243,3,05060,1,D,ND1105,15.5
44243,3,05065,0,DROP,ND1105,15.5
44439,1,08831,1,C-,BA4203,16.0
44446,1,08832,1,C,BB6126,15.0
44447,5,07879,0,WF,BS8100,17.0
44447,6,05944,1,B-,BS8100,14.0
44462,1,08833,1,B-,BA5232,13.0
44466,1,08831,1,D+,ND6603,13.0
44466,2,13940,1,B-,ND6603,13.0
44467,1,08402,1,A-,ND1206,15.0
44472,3,06504,1,B,BA4253,19.0
44475,1,05341,0,DROP,BS6472,13.0
44475,1,05248,1,B,BS6472,13.0
44663,3,05061,1,C-,BS7260,16.0
44663,3,05166,0,DROP,BS7260,16.0
44666,3,06616,1,B-,BA4253,17.0
44666,1,08831,0,WF,BA4253,16.0
44666,2,08299,1,D,BA4253,16.0
44674,2,05071,1,C-,ND8839,16.0
44674,2,05073,0,DROP,ND8839,16.0
44674,1,05349,0,DROP,ND8839,15.0
44674,3,05161,0,DROP,ND8839,13.0
44674,1,05243,1,C-,ND8839,15.0
44674,3,05068,1,C,ND8839,13.0
44674,1,06121,1,A-,ND8839,15.0
44681,1,05341,0,DROP,BS7257,16.5
44681,1,05248,1,A,BS7257,16.5
44701,1,06156,1,B,BS8167,15.0
41440,1,05243,1,B,BA3331,15.0
41440,1,05349,0,DROP,BA3331,15.0
41446,2,05184,0,DROP,BS7257,17.0
41446,4,04978,1,B,BS7257,19.0
41446,2,05068,1,C,BS7257,17.0
41446,4,04980,0,DROP,BS7257,19.0
41451,2,06434,1,B,ND1105,16.0
41451,1,08408,1,D+,ND1105,15.0
41455,1,08832,1,C+,ND1206,14.0
67836,6,05516,1,A-,ND0610,16.0
41463,1,05243,1,D-,BS2121,14.0
41463,1,05350,0,DROP,BS2121,14.0
41463,2,05074,0,DROP,BA4253,20.0
41463,2,05072,0,WP,BA4253,20.0
41465,1,05249,1,D,BS2522,15.0
41465,2,05071,1,C-,BS2522,19.0
41465,1,05342,0,DROP,BS2522,15.0
41465,2,05073,0,DROP,BS2522,19.0
41475,1,08833,1,B,BS8119,16.0
41672,3,06510,1,B+,BA4252,18.0
41689,2,05241,0,DROP,BS7252,16.0
41689,2,05068,1,D-,BS7252,16.0
41688,2,05241,0,DROP,BS7252,16.0
41688,2,05068,1,D-,BS7252,16.0
41693,1,06138,1,B-,ND8839,17.0
41897,1,08414,1,D+,BS7269,13.0
41896,1,08414,1,D+,BS7269,13.0
83970,5,07886,1,B-,BA4221,16.0
41901,1,05351,0,DROP,BS7252,16.5
41901,1,05243,1,A-,BS7252,16.5
41902,1,06162,1,B-,ND8837,12.0
41903,2,08287,1,B-,BS7269,13.0
41905,2,08303,1,B,ND6603,17.0
41916,2,08285,1,B+,ND8835,16.0
41931,1,08831,1,B+,ND6603,16.0
41946,1,05242,1,B-,BS7252,14.5
41946,1,05345,0,DROP,BS7252,14.5
42132,2,08298,1,C,BC5363,13.0
42152,1,06122,1,B,ND5368,12.0
83853,2,05241,0,DROP,BB6132,15.5
83853,2,05068,1,C,BB6132,15.5
42161,1,05246,0,DROP,BS7254,18.0
42161,1,05241,1,C+,BS7254,18.0
42165,1,05243,1,A,BS2127,12.0
42165,1,05348,0,DROP,BS2127,12.0
42166,1,05346,0,DROP,BS8171,15.0
42166,1,05242,1,C,BS8171,15.0
42172,1,05349,0,DROP,BS2121,16.0
42172,1,05243,1,A,BS2121,16.0
42187,1,06171,1,B+,BA4101,18.0
42368,1,05243,1,C+,ND1105,17.0
42368,1,05350,0,DROP,ND1105,17.0
42376,1,05241,1,C,BS2522,16.0
42376,1,05244,0,DROP,BS2522,16.0
42383,2,05222,0,DROP,BS2121,18.0
42383,2,05068,1,D+,BS2121,18.0
42384,2,05070,0,DROP,BS7254,18.0
42384,2,05067,1,B-,BS7254,18.0
42387,1,05242,1,B,BS2127,16.0
42387,1,05347,0,DROP,BS2127,16.0
42388,2,08299,1,C,BS6470,18.0
42395,2,08285,1,D+,BA5050,15.0
90405,2,05241,0,DROP,BA4101,16.0
90405,2,05068,1,A,BA4101,16.0
42413,1,05346,0,DROP,BS7252,17.0
42413,1,05242,1,A,BS7252,17.0
42414,2,05185,0,DROP,BS2127,16.0
42414,2,05068,1,C,BS2127,16.0
94005,1,11991,1,B+,BS1203,7.0
42610,1,06189,1,A,BS3321,15.0
42622,3,06505,0,WP,BS4238,14.0
42623,2,08303,1,B-,ND0410,13.0
42626,2,08300,1,B,BS7270,17.5
42627,1,08402,1,A-,BS6308,20.0
42631,2,06468,1,A-,BF5154,18.0
42631,5,07873,1,B,BF5154,20.0
42630,2,06468,1,A-,BF5154,18.0
42630,5,07873,1,B,BF5154,20.0
42633,2,05073,0,DROP,BS2127,16.0
42633,1,05243,1,D+,ND0407,15.0
42633,2,05071,1,C-,BS2127,16.0
42633,1,05348,0,DROP,ND0407,15.0
42644,2,05067,0,WP,BS7260,16.0
42644,2,05069,0,DROP,BS7260,16.0
42658,1,06165,1,B+,BC5371,15.0
42846,3,05162,0,DROP,BS2126,15.0
42846,1,06120,1,B+,BS2126,17.0
42846,2,05241,0,DROP,BS2126,16.0
42846,2,05068,1,D-,BS2126,16.0
42846,3,05069,1,C-,BS2126,15.0
42846,1,08404,1,B,BS2126,17.0
42848,1,06156,1,A,BA5050,14.0
42858,4,05906,1,B,BJ6906,15.0
42872,1,08831,1,C-,ND6603,14.0
42874,1,05244,0,DROP,BS0411,17.0
42874,1,05241,1,A-,BS0411,17.0
42891,3,05167,0,DROP,BS7253,17.0
42891,3,05062,1,C-,BS7253,17.0
42892,2,08298,1,C,BS8171,13.0
43072,1,06127,1,B,BS6924,19.0
43074,2,05068,1,B,BS8171,15.0
43074,2,05185,0,DROP,BS8171,15.0
43077,1,05350,0,DROP,ND0407,18.0
43077,1,05243,1,B+,ND0407,18.0
43080,1,06170,1,B-,ND1206,18.0
43083,1,08831,1,A,ND1201,15.0
43094,1,08414,1,B,BS2522,15.0
43094,1,05350,0,DROP,BS2522,15.0
43094,1,05243,1,C-,BS2522,15.0
43108,1,05351,0,DROP,BS2522,16.0
43108,1,05243,1,A,BS2522,16.0
43112,1,08403,0,WP,ND1208,16.0
43117,1,05241,1,B-,BS7260,16.0
43117,1,05245,0,DROP,BS7260,16.0
43118,1,05243,1,D,BS2127,18.0
43118,1,05349,0,DROP,BS2127,18.0
43309,1,08414,0,WP,ND6357,19.0
43321,2,05068,1,A-,BS7253,16.0
43321,2,05185,0,DROP,BS7253,16.0
43320,2,05068,1,A-,BS7253,16.0
43320,2,05185,0,DROP,BS7253,16.0
43356,1,08404,1,C-,BS3312,16.0
83861,2,08294,1,C-,BA4253,16.0
43546,5,06615,1,C-,BB6127,19.0
43546,5,06621,0,DROP,BB6127,19.0
43549,1,05247,0,DROP,BS8171,15.0
43549,1,05241,1,A-,BS8171,15.0
43551,2,08294,1,D,BS5327,17.0
43551,3,06509,0,WP,ND6357,16.0
43552,1,05242,1,C+,BS2522,13.0
43552,1,05345,0,DROP,BS2522,13.0
43558,1,05241,1,C,BS8122,17.0
43558,1,05245,0,DROP,BS8122,17.0
43558,1,08834,1,B,BS8122,17.0
43568,2,05071,1,C,BS7252,19.0
43568,2,05073,0,DROP,BS7252,19.0
43571,3,05162,0,DROP,BS8122,14.0
43571,2,05068,0,F,BS8122,15.0
43571,3,05069,0,F,BS8122,14.0
43571,4,04979,0,WP,BS8122,15.0
43571,2,05185,0,DROP,BS8122,15.0
43571,4,04981,0,DROP,BS8122,15.0
43577,1,05243,0,WP,BA5194,15.0
43577,1,05348,0,DROP,BA5194,15.0
43578,1,08831,0,WF,ND1105,14.0
43580,1,08831,1,B-,BA4101,17.0
43582,1,08406,1,D-,ND1206,15.0
43582,1,06150,1,D,ND1206,15.0
43596,2,06437,1,B+,BC5363,16.0
43777,2,06490,1,A-,BS2120,17.0
43789,2,08288,1,C+,BS8156,13.0
43796,3,06506,1,B+,BS5327,17.0
43807,4,05126,0,DROP,BS7260,17.0
43807,4,04975,1,C,BS7260,17.0
43820,1,09781,1,C,BA4253,10.0
43825,1,05243,1,B,BS2121,15.0
43825,1,05351,0,DROP,BS2121,15.0
43833,1,08831,1,C+,BA4101,16.0
44020,2,06473,1,A-,BS2127,17.0
44020,1,05250,1,C+,BS2127,15.0
44020,1,05343,0,DROP,BS2127,15.0
44021,2,05068,0,WP,BS7260,17.0
44021,2,05241,0,DROP,BS7260,17.0
44030,1,08831,1,C+,ND8837,16.0
44046,2,08288,1,B-,ND1206,16.0
44048,3,06506,1,B-,BS8119,19.0
44053,1,08831,1,C+,ND1201,17.0
44060,1,08414,1,B+,BA5232,16.0
44063,2,06505,1,C+,BS6317,15.0
44063,1,08402,1,B+,BS6317,16.0
83860,6,11959,0,NC,ND1205,9.0
44254,2,05068,1,D+,BS2121,18.0
44254,2,05185,0,DROP,BS2121,18.0
44274,1,05248,1,C,BS2522,18.0
44274,1,05341,0,DROP,BS2522,18.0
44301,3,05166,0,DROP,ND1201,13.0
44301,3,05061,0,F,ND1201,13.0
44301,4,04974,1,D-,ND1201,15.0
44301,4,05143,0,DROP,ND1201,15.0
44492,4,04978,1,C,BS8122,16.0
44492,1,05342,0,DROP,ND8839,17.0
44492,4,04980,0,DROP,BS8122,16.0
44492,1,05249,1,C-,ND8839,17.0
44498,1,06120,1,C+,BS7252,16.5
44498,3,05164,0,DROP,BS7252,14.0
44498,3,05061,1,D-,BS7252,14.0
44499,1,08402,1,A-,ND6603,16.0
44513,1,05243,1,A-,BS3101,14.0
